NAME,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,YEAR
Lancaster Sneed (Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Male Characters,,Living Characters,37,1976
Hermod (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,37,1978
Gabrielle Haller (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,37,1982
James Power (Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,37,1984
Goblyn (Earth-616),Secret Identity,Good Characters,Yellow Eyes,Blue Hair,Female Characters,,Living Characters,37,1987
Marcy Masterson (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,37,1989
Deathwatch (Earth-616),Secret Identity,Bad Characters,Red Eyes,Red Hair,Male Characters,,Living Characters,37,1990
Elias Wirtham (Earth-616),Known to Authorities Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,37,1990
Bella Donna Boudreaux (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,37,1992
Ormond Wychwood (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,37,1992
Yelena Belova (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,37,1999
Tiberius Stone (Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,37,2001
William Robert Reilly (Earth-616),Public Identity,,Blue Eyes,Blond Hair,Male Characters,Homosexual Characters,Deceased Characters,37,2001
Madeline Berry (Earth-616),No Dual Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,37,2010
Night-Wind (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,36,1950
Peotor (Earth-616),Public Identity,Bad Characters,Black Eyes,Red Hair,Male Characters,,Living Characters,36,1963
Bolivar Trask (Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,36,1965
Changeling (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,36,1967
Mary Fitzpatrick (Earth-616),No Dual Identity,Good Characters,Hazel Eyes,Brown Hair,Female Characters,,Deceased Characters,36,1968
Monica Lynne (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,36,1970
Spymaster (Ted Calloway) (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,36,1971
Peter Corbeau (Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,36,1972
Solomon Kane (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,36,1973
Harold Harold (Earth-616),No Dual Identity,,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,36,1975
Courtney Ross (Earth-616),No Dual Identity,,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,36,1976
Master Order (Earth-616),,Neutral Characters,,No Hair,,,Living Characters,36,1977
Tryco Slatterus (Earth-616),Secret Identity,Bad Characters,Silver Eyes,Red Hair,Male Characters,,Living Characters,36,1982
Madcap (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,36,1985
Ashley Crawford (Earth-616),Secret Identity,Good Characters,Blue Eyes,Auburn Hair,Female Characters,,Living Characters,36,1989
Ramonda (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,36,1989
Goddess (Earth-616),,Neutral Characters,White Eyes,Blond Hair,Female Characters,,Living Characters,36,1992
Carmella Unuscione (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,36,1993
Jacob Raven (Earth-616),Public Identity,,,,Male Characters,,Living Characters,36,1994
Steven Hudak (Earth-616),,,Brown Eyes,Bald,Male Characters,,Living Characters,36,1995
Ozymandias (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,36,1996
Inez Temple (Earth-616),Public Identity,,Blue Eyes,Brown Hair,Female Characters,,Living Characters,36,2002
Monica Rappaccini (Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,36,2005
Alisa Tager (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,36,2009
Ava Ayala (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,36,2011
Arthur Nagan (Earth-616),Public Identity,,Grey Eyes,Black Hair,Male Characters,,Living Characters,35,1954
Belit (Earth-616),No Dual Identity,Neutral Characters,,,Female Characters,,Deceased Characters,35,1974
Nu-An (Earth-616),,Neutral Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,35,1974
Brock Jones (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,35,1975
Steven Lang (Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,35,1975
Melissa Greville (Earth-616),Public Identity,,Blue Eyes,Blond Hair,Female Characters,,Living Characters,35,1976
Tiamut (Earth-616),Secret Identity,Neutral Characters,Red Eyes,No Hair,Male Characters,,Living Characters,35,1977
Clytemnestra Erwin (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,35,1983
Morley Erwin (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,35,1983
Haroun ibn Sallah al-Rashid (Earth-616),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,35,1984
Gustav Krueger (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,,Deceased Characters,35,1985
Foreigner (Earth-616),,,Brown Eyes,Black Hair,Male Characters,,Living Characters,35,1986
Kim Il Sung (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,35,1986
Carl Burbank (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,35,1987
Frank Bohannan (Earth-616),Secret Identity,Bad Characters,White Eyes,White Hair,Male Characters,,Deceased Characters,35,1987
Gordon Fraley (Earth-616),,Bad Characters,Red Eyes,,Male Characters,,Living Characters,35,1988
Madeline Naylor (Earth-616),Public Identity,Neutral Characters,,Strawberry Blond Hair,Female Characters,,Living Characters,35,1988
Charlotte Jones (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,35,1990
Phoebe Marrs (Earth-616),Public Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,,Living Characters,35,1990
Scott Wright (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,35,1991
Mikhail Rasputin (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,35,1992
Peter Parker (Doppelganger) (Earth-616),Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,35,1992
Zoe Culloden (Earth-616),Secret Identity,,Blue Eyes,Blond Hair,Female Characters,,Living Characters,35,1994
Peter Parker (Spidercide) (Earth-616),Secret Identity,Bad Characters,Hazel Eyes,Brown Hair,Male Characters,,Deceased Characters,35,1995
Devon Lewis (Earth-616),Public Identity,,Brown Eyes,Black Hair,Male Characters,,Living Characters,35,1996
Agent X (Nijo) (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Bald,Male Characters,,Living Characters,35,2002
Edwin Jarvis (Skrull) (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Deceased Characters,35,2005
Hiroim (Earth-616),Public Identity,,,Black Hair,Male Characters,,Living Characters,35,2006
John Aman (Earth-616),Secret Identity,Good Characters,Blue Eyes,Bald,Male Characters,,Deceased Characters,35,2007
Romulus (Earth-616),Secret Identity,Bad Characters,Black Eyes,White Hair,Male Characters,,Living Characters,35,2007
Wernher von Blitzschlag (Earth-616),Public Identity,Neutral Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,35,2007
James Taylor James (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Auburn Hair,Male Characters,,Deceased Characters,35,2008
Yo Yo Rodriguez (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,35,2008
Melita Garner (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,35,2009
Krakoa III (Earth-616),Secret Identity,Good Characters,Red Eyes,No Hair,Male Characters,,Living Characters,35,2012
Mary Morgan (Earth-616),Secret Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,34,1940
Poseidon Aegaeus (Earth-616),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,34,1943
Hermes Diaktoros (Earth-616),Public Identity,,Blue Eyes,Blond Hair,Male Characters,,Living Characters,34,1948
Major Thorn (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,34,1952
Arab (Earth-616),No Dual Identity,Good Characters,,White Hair,Male Characters,,Living Characters,34,1954
Igor (Earth-616),Public Identity,Bad Characters,Black Eyes,Yellow Hair,Male Characters,,Living Characters,34,1963
Chester Phillips (Earth-616),Public Identity,Good Characters,Brown Eyes,Grey Hair,Male Characters,,Deceased Characters,34,1965
Aireo (Earth-616),Secret Identity,Bad Characters,Blue Eyes,,Male Characters,,Living Characters,34,1966
Keith Kincaid (Earth-616),Public Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,34,1967
Gustav Brandt (Earth-616),Secret Identity,Neutral Characters,,,Male Characters,,Living Characters,34,1970
William Talltrees (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,34,1970
Tamara Rahn (Earth-616),Secret Identity,Good Characters,Red Eyes,Blond Hair,Female Characters,,Living Characters,34,1973
Charles Rider (Earth-616),Public Identity,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,34,1976
Richard Deacon (Earth-616),Secret Identity,Neutral Characters,Red Eyes,Brown Hair,Male Characters,,Living Characters,34,1976
Ziran (Earth-616),,Neutral Characters,,,,,Living Characters,34,1977
Cilicia (Earth-616),Public Identity,Neutral Characters,,,Female Characters,,Living Characters,34,1979
Davida DeVito (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,34,1979
Erica Sondheim (Earth-616),Public Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,34,1979
Karlin Malus (Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,34,1980
Margali Szardos (Earth-616),Secret Identity,,Blue Eyes,Grey Hair,Female Characters,,Living Characters,34,1980
Nguyen Ngoc Coy (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,34,1980
Raoul Bushman (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,34,1980
Stick (Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Deceased Characters,34,1981
Scourge (Delazny) (Earth-616),Secret Identity,Bad Characters,,White Hair,Male Characters,,Deceased Characters,34,1985
Quicksand (Earth-616),Secret Identity,Bad Characters,Yellow Eyes,,Female Characters,,Living Characters,34,1988
Val Ventura (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Homosexual Characters,Living Characters,34,1989
Doug Powell (Earth-616),,Good Characters,,Brown Hair,Male Characters,,Living Characters,34,1990
Amy Chen (Earth-616),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Female Characters,Homosexual Characters,Living Characters,34,1992
Brendan Rathcoole (Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,34,1992
Lynn Michaels (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,34,1992
Tigon Liger (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,34,1992
Suzi Endo (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,34,1994
Jessica Carradine (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,34,1996
Nicholas Gleason (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,34,2002
Barack Obama (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,34,2009
Victor Alvarez (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,34,2009
Grady Scraps (Earth-616),Public Identity,Neutral Characters,Blue Eyes,,Male Characters,,Living Characters,34,2011
Francesca Grace (Earth-616),Secret Identity,,Black Eyes,Black Hair,Female Characters,,Living Characters,34,
Matt Slade (Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,33,1956
Joseph Hogan (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Bald,Male Characters,,Living Characters,33,1962
Barney Bushkin (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Grey Hair,Male Characters,,Living Characters,33,1965
Master Mold (Earth-616),No Dual Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,,Deceased Characters,33,1965
Quasi-Motivational Destruct Organism (Earth-616),,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,33,1966
Mangog (Earth-616),,Bad Characters,Brown Eyes,No Hair,Male Characters,,Living Characters,33,1968
Arkon (Earth-616),,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,33,1970
Ebony (Earth-616),Secret Identity,Good Characters,Yellow Eyes,Black Hair,,,Living Characters,33,1970
Jonas Harrow (Earth-616),No Dual Identity,Bad Characters,,Bald,Male Characters,,Deceased Characters,33,1972
Vincent Stegron (Earth-616),Public Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,33,1974
Albert Potter (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Living Characters,33,1976
Archibald Dyker (Earth-616),Secret Identity,Bad Characters,Blue Eyes,No Hair,Male Characters,,Living Characters,33,1976
Drew Daniels (Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,33,1976
Douglas Birely (Earth-616),Public Identity,Bad Characters,Grey Eyes,Brown Hair,Male Characters,,Living Characters,33,1977
Godzilla (Earth-616),No Dual Identity,Neutral Characters,Red Eyes,No Hair,Male Characters,,Deceased Characters,33,1977
Jackson Arvad (Earth-616),Public Identity,Neutral Characters,White Eyes,Blond Hair,Male Characters,,Living Characters,33,1977
John Clayton (Earth-616),Public Identity,Good Characters,Grey Eyes,Black Hair,Male Characters,,Living Characters,33,1977
Julia Koenig (Earth-616),Secret Identity,,Blue Eyes,Black Hair,Female Characters,,Living Characters,33,1977
Sergei Krylov (Earth-616),Secret Identity,Bad Characters,White Eyes,,Male Characters,,Living Characters,33,1977
Morris Walters (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,33,1980
Jennifer Stavros (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,33,1984
Colin McKay (Earth-616),Secret Identity,Good Characters,Red Eyes,Orange Hair,Male Characters,,Living Characters,33,1988
Kathleen Neville (Earth-616),Public Identity,,Brown Eyes,Brown Hair,Female Characters,,Living Characters,33,1989
Julius Rassitano (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,33,1990
Atalanta (Pantheon) (Earth-616),Secret Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,33,1991
Karl Striklan (Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,33,1991
Caretaker (Blood) (Earth-616),Secret Identity,,Blue Eyes,White Hair,Male Characters,,Living Characters,33,1992
Morg (Earth-616),Secret Identity,Bad Characters,Red Eyes,Grey Hair,Male Characters,,Deceased Characters,33,1992
Victoria Montesi (Earth-616),Secret Identity,Good Characters,,Black Hair,Female Characters,Homosexual Characters,Living Characters,33,1992
Kevin Trench (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,33,1993
Jack Harrison (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,33,1994
Alyssa Moy (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,33,1998
Malcolm Colcord (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,33,2001
Alex Wilder (Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,33,2003
Carmilla Black (Earth-616),Secret Identity,Good Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,33,2005
Xavin (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Genderfluid Characters,Genderfluid Characters,Living Characters,33,2005
Predator X (Earth-616),Secret Identity,Bad Characters,Silver Eyes,No Hair,,,Living Characters,33,2007
Anastasia Kravinoff (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Female Characters,,Living Characters,33,2008
Ezekiel Stane (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Bald,Male Characters,,Living Characters,33,2008
Alistaire Smythe (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,33,
Ho Yinsen (Earth-616),Public Identity,Good Characters,Brown Eyes,White Hair,Male Characters,,Deceased Characters,32,1963
Living Brain (Earth-616),,Neutral Characters,Yellow Eyes,No Hair,Agender Characters,,Living Characters,32,1964
Carter Slade (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,32,1967
Jay Little Bear (Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,32,1968
Phillip Sterling (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,,Deceased Characters,32,1968
Lawrence Cranston (Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,32,1972
Erik Killmonger (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,32,1973
Integral Synaptic Anti-Anionic Computer (Earth-616),Secret Identity,Neutral Characters,,,Male Characters,,Living Characters,32,1973
Zzzax (Earth-616),Public Identity,Bad Characters,,No Hair,,,Living Characters,32,1973
James Montgomery Falsworth (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,32,1976
Samuels (Earth-616),Public Identity,,,White Hair,Male Characters,,Living Characters,32,1976
Titan (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,32,1977
Hugin (Earth-616),,Good Characters,Black Eyes,,Male Characters,,Living Characters,32,1978
Steve Jackson (Earth-616),,Good Characters,,Black Hair,Male Characters,,Deceased Characters,32,1979
James Jaspers (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,32,1983
Adversary (Earth-616),Secret Identity,Bad Characters,Blue Eyes,,Male Characters,,Living Characters,32,1984
Gunnhild (Earth-616),,Good Characters,,Red Hair,Female Characters,,Living Characters,32,1984
Sharon Smith (Earth-616),Secret Identity,Bad Characters,Purple Eyes,Purple Hair,Female Characters,,Deceased Characters,32,1984
Bonebreaker (Earth-616),Secret Identity,Bad Characters,,White Hair,Male Characters,,Living Characters,32,1988
Craig Hollis (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,32,1989
Network Nina (Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,,Deceased Characters,32,1989
Bronwen Gryffn (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,32,1992
Mickey Fondozzi (Earth-616),Public Identity,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,32,1992
Brent Jackson (Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,32,2001
Morlun (Earth-616),No Dual Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,32,2001
Dee Milo (Earth-616),Public Identity,Good Characters,Yellow Eyes,Black Hair,Female Characters,,Deceased Characters,32,2002
Alice Hayes (Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Deceased Characters,32,2003
Caiera (Earth-616),No Dual Identity,Good Characters,Green Eyes,Black Hair,Female Characters,,Deceased Characters,32,2006
Hiro-Kala (Earth-616),No Dual Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,32,2008
Kelda (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,32,2008
Sasha Hammer (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,32,2008
Sebastian Druid (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,32,2008
June Covington (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,32,2011
Uatu Jackson (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Bald,Male Characters,,Living Characters,32,2011
David Rand (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,31,1939
Electro (Robot) (Earth-616),,Good Characters,,No Hair,,,Living Characters,31,1940
Doris Evans (Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,31,1963
Bennett Brant (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,31,1964
Geirrodur (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,31,1964
Simon Savage (Earth-616),Public Identity,,,Brown Hair,Male Characters,,Living Characters,31,1964
Alexi Shostakov (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,31,1967
Maris Morlak (Earth-616),Secret Identity,Bad Characters,,Bald,Male Characters,,Deceased Characters,31,1967
Ridondo (Earth-616),Public Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,31,1971
Samantha Parrington (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,31,1971
Martin Blank (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,31,1972
Bernie Dillon (Earth-616),No Dual Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,31,1976
Gammenon (Earth-616),No Dual Identity,Neutral Characters,,No Hair,Male Characters,,Living Characters,31,1976
Druig (Earth-616),Secret Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,31,1977
Peter van Zante (Earth-616),Public Identity,Bad Characters,Brown Eyes,Red Hair,Male Characters,,Living Characters,31,1977
Slaymaster (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,31,1977
Yuriko Takiguchi (Earth-616),No Dual Identity,Neutral Characters,,White Hair,Male Characters,,Deceased Characters,31,1977
Philip Chang (Earth-616),,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,31,1978
Steve Hopkins (Earth-616),Public Identity,Good Characters,Green Eyes,Black Hair,Male Characters,,Living Characters,31,1979
Seth Voelker (Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,31,1980
Sikorsky (Earth-616),Secret Identity,,Black Eyes,No Hair,Male Characters,,Living Characters,31,1982
Cloud (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,31,1983
Mortimer (Earth-616),,,,Grey Hair,Male Characters,,Living Characters,31,1985
Beast (Demon) (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,31,1986
Jonathan Garrett (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,31,1986
Duc No Tranh (Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,,Living Characters,31,1988
Charles Little Sky (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,31,1989
Jeff Wilde (Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Brown Hair,Male Characters,,Deceased Characters,31,1989
Margarita Ruiz (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,31,1990
Michael McCain (Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,31,1990
Stellaris (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,31,1990
Gideon (Earth-616),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Deceased Characters,31,1991
Fatale (Earth-616),Secret Identity,Bad Characters,Green Eyes,,Female Characters,,Living Characters,31,1993
Marius St. Croix (Earth-616),Secret Identity,Bad Characters,Grey Eyes,Grey Hair,Male Characters,,Living Characters,31,1994
Angelina Brancale (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,31,1995
Delilah (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,31,1996
William Walters (Earth-616),Public Identity,,,Blond Hair,Male Characters,,Living Characters,31,1996
Jared Corbo (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,31,1997
Maggott (Japheth) (Earth-616),Secret Identity,Good Characters,Brown Eyes,White Hair,Male Characters,,Living Characters,31,1997
Vincent Gonzales (Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,31,2007
Mar\u00eda Aracely Penalba (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,31,2012
Isabel Kane (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,31,2013
Bruce Dickson (Earth-616),Secret Identity,,Blue Eyes,Blond Hair,Male Characters,,Living Characters,30,1940
Myraddin of Ruta (Earth-616),Secret Identity,Good Characters,Hazel Eyes,White Hair,Male Characters,,Living Characters,30,1944
Tex Taylor (Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,30,1948
Adolf Hitler (Clone) (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,30,1963
Miklho (Earth-616),Public Identity,Bad Characters,Black Eyes,Orange Hair,Male Characters,,Deceased Characters,30,1963
Ymir (Earth-616),No Dual Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,30,1963
Zelda Kurtzberg (Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,30,1964
Jacob Fury (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,30,1967
Brule (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,30,1971
Saint (Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,30,1973
Chthon (Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,30,1975
Edward Lansky (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,30,1976
Gloria Rider (Earth-616),Public Identity,Neutral Characters,,,Female Characters,,Living Characters,30,1976
Nightside (Earth-616),Secret Identity,Neutral Characters,White Eyes,Black Hair,Female Characters,,Deceased Characters,30,1977
